,Unnamed: 0,absolute_magnitude_h,is_sentry_object,meters_estimated_diameter,orbit_id,orbit_class_type,perihelion_distance,aphelion_distance,orbit_class_description,volume (m^3)
77,12824,20.6,0,2.3285282403145653e+20,23,0,0.24442565926961035,1.3037422655649986,1,1.6815814165170362e+58
78,18996,25.4,0,1713290987485.2634,22,0,0.04072515884337624,0.15647716948253387,1,6.69833330061788e+33
79,12735,22.8,0,4.3585471874349016e+16,7,0,0.12352252634043717,0.8553152858563194,1,1.102804745322533e+47
80,20558,28.8,1,2970152.5731651927,2,1,-0.17084759040069572,1.4363884811356393,3,3.48987362503439e+16
81,13561,27.0,0,3332327444.9368534,5,1,-0.06578634499510691,0.9622013461968792,3,4.928518447206069e+25
82,9043,23.5,0,2839505661406259.0,11,0,0.029622002826272382,0.3124966369219607,1,3.0493100495489567e+43
83,17673,21.4,0,1.0269274886629595e+19,13,1,-0.24637979893411413,1.3642399867354273,3,1.4424232328085982e+54
84,9485,24.9,0,12051600024399.746,9,1,-0.168049278791325,0.2797046112496286,3,2.3313501301699432e+36
85,19795,27.6,0,320694402.6509411,2,1,-0.17438092561860352,0.9703301165153253,3,4.392861600101073e+22
86,15115,26.1,0,111617455181.73622,5,1,-0.07376825268870453,0.2008250415448543,3,1.852122563939857e+30
87,2971,23.8,0,880875620682518.1,15,2,-0.29669366341950254,0.13880989292727644,2,9.103683264712117e+41
88,17539,23.3,0,6196239154766940.0,15,1,-0.26883488517738735,1.4172676438183303,3,3.168530485246299e+44
89,1901,18.6,0,5.7008003814131085e+23,44,1,-0.07810247656941399,0.703246588694141,3,2.46763473062068e+68
90,22676,21.4,0,1.0269274886629595e+19,14,1,-0.017408978743651965,0.7496394407492821,3,1.4424232328085982e+54
91,759,20.8,0,1.0670777808942378e+20,74,2,-0.2497659976635649,0.23622625681760337,2,1.6183095760079e+57
92,19506,27.0,0,3332327444.9368534,2,1,0.0027202187039263638,0.3482215370235497,3,4.928518447206069e+25
93,16901,24.7,0,26298449483186.97,8,0,0.040962310404635424,0.25250197987794665,1,2.4225001430164347e+37
94,23309,25.8,0,359799259018.71515,2,0,0.12289597772407641,1.47606550040157,1,6.203748237406171e+31
95,19956,23.9,0,596309698666014.0,10,0,0.05162941871474419,1.3261299993294928,1,2.824158014469828e+41
96,19640,22.9,0,2.9505232116011044e+16,4,0,0.33793501379970425,1.4459834672840823,1,3.4211370919462137e+46
97,12611,24.4,0,84773144179365.23,7,0,0.06515473919157883,0.6178083211607462,1,8.114247418180274e+38
98,10432,26.1,0,111617455181.73622,5,1,-0.07796719964051128,1.1337870396280456,3,1.852122563939857e+30
99,21567,23.5,0,2839505661406259.0,14,0,0.030537860601397532,0.5270390413755877,1,3.0493100495489567e+43
100,21628,24.3,0,125227874873727.05,4,1,-0.14265512929276444,0.35121394432875713,3,2.615630593874514e+39
101,14220,26.1,0,111617455181.73622,14,2,-0.18563809093362493,0.1682737012085576,2,1.852122563939857e+30
102,6680,26.2,0,75559556454.60587,10,2,-0.14890050199552732,0.12879656513538243,2,5.7456816525500754e+29
103,8871,24.5,0,57387271237642.89,11,1,-0.10321032780515631,0.7828276543867309,3,2.5172137233735114e+38
104,16942,27.0,0,3332327444.9368534,2,1,-0.015787151981265898,1.4874561040347194,3,4.928518447206069e+25
105,18706,23.2,0,9153156468762318.0,13,0,0.04498486164560284,0.7290165134228107,1,1.0213769013284657e+45
106,7575,25.8,0,359799259018.71515,9,1,-0.24335641347670098,1.493454872631758,3,6.203748237406171e+31
107,15223,21.6,0,4.706026265659816e+18,14,1,-0.1012656291323131,1.1552957161536206,3,1.3881500440825826e+53
108,10878,25.8,0,359799259018.71515,5,1,-0.0351745550395093,1.483430280992371,3,6.203748237406171e+31
109,20417,22.9,0,2.9505232116011044e+16,3,0,0.10132270977835994,1.221028275079903,1,3.4211370919462137e+46
110,7218,26.7,0,10741769284.932888,8,2,-0.2158341361230275,0.023914781171763082,2,1.6508242527223626e+27
111,3102,20.6,0,2.3285282403145653e+20,17,1,-0.46516807570812424,0.7192160837089486,3,1.6815814165170362e+58
112,19792,27.4,1,699804616.5486523,6,1,-0.31360163591367135,1.3788339986219176,3,4.564611073936298e+23
113,21571,19.0,0,1.1971952065818633e+23,14,0,0.026792888107546427,1.6031283703262091,1,2.285431876618081e+66
114,15053,24.4,0,84773144179365.23,7,1,-0.3373799778169644,0.3630075116422479,3,8.114247418180274e+38
115,15353,20.9,0,7.223594536642668e+19,11,0,0.2933089839385851,0.7817783370385637,1,5.020343753253138e+56
116,7889,20.9,0,7.223594536642668e+19,36,0,0.261929885292885,1.0587161216046386,1,5.020343753253138e+56
117,14968,23.0,0,1.9973598624669736e+16,8,0,0.11327204329036894,0.3525747350156405,1,1.0613101685015013e+46
118,4224,25.8,0,359799259018.71515,7,1,-0.05749138070185963,0.9605443563164495,3,6.203748237406171e+31
119,2951,25.5,1,1159814185376.5469,13,1,-0.4157821439424124,1.290530519734903,3,2.0779668883463488e+33
120,15176,27.0,0,3332327444.9368534,7,1,0.0020964207397377705,1.0108825074126773,3,4.928518447206069e+25
121,10868,23.3,0,6196239154766940.0,20,2,-0.2194259786716249,0.19626806059741933,2,3.168530485246299e+44
122,21504,22.0,0,9.882879080730652e+17,11,0,0.08107613146296368,0.8132231831740135,1,1.2856531439981231e+51
123,15050,22.8,0,4.3585471874349016e+16,15,1,-0.015635405947286952,1.6396297804657054,3,1.102804745322533e+47
124,11012,26.4,0,34626131364.378746,5,1,-0.1640272938036038,1.3775941732010408,3,5.529492646815817e+28
125,2121,20.6,0,2.3285282403145653e+20,41,0,0.08240253291098686,0.7961413228997225,1,1.6815814165170362e+58
126,23990,27.13,0,2006652375.986284,2,1,-0.17970465958638976,0.7340639351291136,3,1.0761920924243212e+25
127,8222,26.9,1,4922552871.667813,12,1,-0.027545068158002485,0.9216602463951769,3,1.588709636161211e+26
128,9337,21.4,0,1.0269274886629595e+19,18,1,-0.17447955143836757,1.1524015017629243,3,1.4424232328085982e+54
129,4327,24.56,0,45409837446369.78,8,0,0.029028320192312624,0.707503123715572,1,1.2471629970625017e+38
130,23961,23.0,0,1.9973598624669736e+16,3,1,-0.19494610562731354,0.27435970882724486,3,1.0613101685015013e+46
